Nombre;Descripción corta;Descripción;¿En inventario?;Inventario;Imágenes;Meta: site-sidebar-layout;Meta: site-content-layout;Meta: theme-transparent-header-meta;Meta: fecha_de_evento;Meta: _fecha_de_evento;Meta: tipo_de_evento;Meta: _tipo_de_evento;Meta: descripcion_del_evento;Meta: _descripcion_del_evento;Meta: banner_activo;Meta: _banner_activo;Meta: _formulario_de_evento;Meta: integracion_zoom;Meta: _integracion_zoom;Meta: inline_featured_image;Meta: destacado_fondo_horizontal;Meta: _destacado_fondo_horizontal;Meta: destacado_fondo_cuadrado;Meta: _destacado_fondo_cuadrado;Meta: destacado_fondo_horizontal_full;Meta: _destacado_fondo_horizontal_full;Meta: integracion_zoom_zoom_integracion_estado;Meta: _integracion_zoom_zoom_integracion_estado;Meta: presencial_campus;Meta: _presencial_campus;Meta: integracion_zoom_zoom_meeting_id;Meta: _integracion_zoom_zoom_meeting_id;Meta: banner_imagen;Meta: _banner_imagen;Meta: fecha_de_evento_final;Meta: _fecha_de_evento_final;Meta: banner_imagen_mobile;Meta: _banner_imagen_mobile;Meta: destacado_fondo_horizontal_mobile;Meta: _destacado_fondo_horizontal_mobile;Meta: destacado_fondo_horizontal_full_mobile;Meta: _destacado_fondo_horizontal_full_mobile;Meta: fondo_slider;Meta: _fondo_slider;Meta: fondo_slider_mobile;Meta: _fondo_slider_mobile;Meta: evento_contenido_video_mostrar_video;Meta: _evento_contenido_video_mostrar_video;Meta: evento_contenido_video;Meta: _evento_contenido_video;Meta: evento_descripcion_larga_mostrar_descripcion_larga;Meta: _evento_descripcion_larga_mostrar_descripcion_larga;Meta: evento_descripcion_larga;Meta: _evento_descripcion_larga;Meta: lista_de_speakers;Meta: _lista_de_speakers;Meta: programa_descripcion;Meta: _programa_descripcion;Meta: programa_descarga;Meta: _programa_descarga;Meta: programa_detalle;Meta: _programa_detalle;Meta: evento_contenido_video_url_video;Meta: _evento_contenido_video_url_video;Meta: video_mostrar_video;Meta: _video_mostrar_video;Meta: video_url_video;Meta: _video_url_video;Meta: video;Meta: _video;Meta: evento_descripcion_larga_descripcion_larga;Meta: _evento_descripcion_larga_descripcion_larga;Meta: lista_de_speakers_0_nombre;Meta: _lista_de_speakers_0_nombre;Meta: lista_de_speakers_0_titulo;Meta: _lista_de_speakers_0_titulo;Meta: lista_de_speakers_0_foto;Meta: _lista_de_speakers_0_foto;Meta: lista_de_speakers_0_bandera_imagen;Meta: _lista_de_speakers_0_bandera_imagen;Meta: lista_de_speakers_1_nombre;Meta: _lista_de_speakers_1_nombre;Meta: lista_de_speakers_1_titulo;Meta: _lista_de_speakers_1_titulo;Meta: lista_de_speakers_1_foto;Meta: _lista_de_speakers_1_foto;Meta: lista_de_speakers_1_bandera_imagen;Meta: _lista_de_speakers_1_bandera_imagen;Meta: programa_detalle_0_titulo_de_bloque;Meta: _programa_detalle_0_titulo_de_bloque;Meta: programa_detalle_0_actividad_0_titulo;Meta: _programa_detalle_0_actividad_0_titulo;Meta: programa_detalle_0_actividad_0_hora;Meta: _programa_detalle_0_actividad_0_hora;Meta: programa_detalle_0_actividad_0_speaker_titulo;Meta: _programa_detalle_0_actividad_0_speaker_titulo;Meta: programa_detalle_0_actividad_0_speaker_nombre;Meta: _programa_detalle_0_actividad_0_speaker_nombre;Meta: programa_detalle_0_actividad;Meta: _programa_detalle_0_actividad;Meta: programa_detalle_0_actividad_cierre_titulo;Meta: _programa_detalle_0_actividad_cierre_titulo;Meta: programa_detalle_0_actividad_cierre_hora;Meta: _programa_detalle_0_actividad_cierre_hora;Meta: programa_detalle_0_actividad_cierre;Meta: _programa_detalle_0_actividad_cierre;Meta: programa_detalle_1_titulo_de_bloque;Meta: _programa_detalle_1_titulo_de_bloque;Meta: programa_detalle_1_actividad_0_titulo;Meta: _programa_detalle_1_actividad_0_titulo;Meta: programa_detalle_1_actividad_0_hora;Meta: _programa_detalle_1_actividad_0_hora;Meta: programa_detalle_1_actividad_0_speaker_titulo;Meta: _programa_detalle_1_actividad_0_speaker_titulo;Meta: programa_detalle_1_actividad_0_speaker_nombre;Meta: _programa_detalle_1_actividad_0_speaker_nombre;Meta: programa_detalle_1_actividad_1_titulo;Meta: _programa_detalle_1_actividad_1_titulo;Meta: programa_detalle_1_actividad_1_hora;Meta: _programa_detalle_1_actividad_1_hora;Meta: programa_detalle_1_actividad_1_speaker_titulo;Meta: _programa_detalle_1_actividad_1_speaker_titulo;Meta: programa_detalle_1_actividad_1_speaker_nombre;Meta: _programa_detalle_1_actividad_1_speaker_nombre;Meta: programa_detalle_1_actividad;Meta: _programa_detalle_1_actividad;Meta: programa_detalle_1_actividad_cierre_titulo;Meta: _programa_detalle_1_actividad_cierre_titulo;Meta: programa_detalle_1_actividad_cierre_hora;Meta: _programa_detalle_1_actividad_cierre_hora;Meta: programa_detalle_1_actividad_cierre;Meta: _programa_detalle_1_actividad_cierre;Meta: lista_de_speakers_2_nombre;Meta: _lista_de_speakers_2_nombre;Meta: lista_de_speakers_2_titulo;Meta: _lista_de_speakers_2_titulo;Meta: lista_de_speakers_2_foto;Meta: _lista_de_speakers_2_foto;Meta: lista_de_speakers_2_bandera_imagen;Meta: _lista_de_speakers_2_bandera_imagen;Meta: formulario_de_evento
PRUEBA 1;;Aquí colocar la descripción principal del evento y también datos acerca de la organización, lugar, hora, etc. según se necesite. Estos últimos datos se colocan en negrita como se muestra a continuación.;1;20;https://eventos.upc.edu.pe/wp-content/uploads/2021/01/img-product-base1.jpg;default;default;default;16/02/2021 14:00;field_5ff565ba58b5c;online;field_5ff57347ab590;"<strong>Lugar: Campus Monterrico Prolongación Primavera 2390, Monterrico, Santiago de Surco</strong>
<strong>Hora: 1:00 pm</strong>
<strong>Organizado por: StartUp enlaU</strong>";field_5ff56ab58038e;0;field_5ffff795161ef;field_5ff606fd3e231;;field_60095e6b202bb;0;;field_5ffd8633f65b4;;field_5ffd86b0f65b5;;field_5ffdb831a7bbc;0;field_60095d6d04c74;;field_5ff574a385a92;;field_5ff60822b051c;;field_5ffff7c7161f0;16/02/2021 15:00;field_6020850bde220;;field_601d445d5b8b3;;field_601d44bd5b8b4;;field_601d450a5b8b5;;field_601c60ddfc3f5;;field_601d45245b8b6;1;field_601b07545fd56;;field_601b07315fd55;0;field_601c2cbe1ac87;;field_601c2c9c1ac86;;field_601c32d2be6a1;Aquí puedes ver la programación para el evento.;field_601d4685fde8d;;field_601d4709fde8e;;field_601d4757fde8f;https://player.vimeo.com/video/510239511;field_601b07ac5fd57;0;field_601b07545fd64;;;;field_601b07315fd55;;field_601c2d85685a5;;field_601c32ecbe6a2;;field_601c3314be6a3;;field_601c334bbe6a4;;field_601c33a6be6a5;;field_601c32ecbe6a2;;field_601c3314be6a3;;field_601c334bbe6a4;;field_601c33a6be6a5;;field_601d479bfde90;;field_601d47f4fde92;;field_601d4806fde101;;field_601d4818fde94;;field_601d4a338301e;;field_601d47c4fde91;;field_601d487afde96;;field_601d488efde97;;field_601d485efde95;;field_601d479bfde90;;field_601d47f4fde92;;field_601d4806fde93;;field_601d4818fde94;;field_601d4a338301e;;field_601d47f4fde92;;field_601d4806fde93;;field_601d4818fde94;;field_601d4a338301e;;field_601d47c4fde91;;field_601d487afde96;;field_601d488efde97;;field_601d485efde95;;field_601c32ecbe6a2;;field_601c3314be6a3;;field_601c334bbe6a4;;field_601c33a6be6a5;
